source_id,source,line,numbers,context
0,9896+JAM+(1) (5)(10).pdf,120,50,50
0,9896+JAM+(1) (5)(10).pdf,122,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,127,51,51
0,9896+JAM+(1) (5)(10).pdf,129,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,134,52,52
0,9896+JAM+(1) (5)(10).pdf,136,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921                  https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,141,3 | 2880,3. Five-Dimensional Operational Regime and 2880-Dimensional Structural Closure
0,9896+JAM+(1) (5)(10).pdf,142,2 | 2880,The canonical functional defined in Section 2 is written over the full 2880-dimensional SEXA recursive manifold.
0,9896+JAM+(1) (5)(10).pdf,144,2880,"admissibility, degeneracy, recursive amplification, and dimensional compression are jointly defined. The 2880D"
0,9896+JAM+(1) (5)(10).pdf,148,5,"admissible configurations are evaluated as physically realizable states. The 5D form is not the full theory, but the"
0,9896+JAM+(1) (5)(10).pdf,149,2880,bounded projection through which the unified structure becomes evaluable. The 2880D manifold carries the
0,9896+JAM+(1) (5)(10).pdf,150,5,"recursive stack, while the 5D manifold carries the effective realization of admissible configurations after glyph"
0,9896+JAM+(1) (5)(10).pdf,152,2880,This distinction is essential. The 2880D formulation defines the full recursive environment in which
0,9896+JAM+(1) (5)(10).pdf,154,2880 | 5,"interception product Π2880\Pi_{2880}Π2880​. The 5D formulation, by contrast, is the reduced operative domain in"
0,9896+JAM+(1) (5)(10).pdf,155,2880,"which the compressed structure appears as an effective energy functional. In this sense, 2880D is structural and"
0,9896+JAM+(1) (5)(10).pdf,156,5,5D is operational. The former preserves the recursive architecture of the theory; the latter defines the bounded
0,9896+JAM+(1) (5)(10).pdf,161,2880 | 5,"over which the functional is written. In the 2880D regime, the dimensional stack is explicit. In the 5D regime,"
0,9896+JAM+(1) (5)(10).pdf,169,5 | 2880,"This 5D expression should not be interpreted as independent of the 2880D form. Rather, it is the operative"
0,9896+JAM+(1) (5)(10).pdf,171,2880 | 5,2880D equation remains canonical because it preserves the full closure stack. The 5D form remains
0,9896+JAM+(1) (5)(10).pdf,173,53,53
0,9896+JAM+(1) (5)(10).pdf,175,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921                 https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,181,2880,The result is a dual-regime formulation with a single theoretical identity. The 2880D manifold provides full
0,9896+JAM+(1) (5)(10).pdf,182,5,"recursive closure, admissibility structure, and dimensional inheritance. The 5D manifold provides the bounded"
0,9896+JAM+(1) (5)(10).pdf,190,54,54
0,9896+JAM+(1) (5)(10).pdf,192,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,197,55,55
0,9896+JAM+(1) (5)(10).pdf,199,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921                 https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,204,2880 | 5,"The 2880D formulation is the complete structural closure of the theory, while the 5D formulation is its bounded"
0,9896+JAM+(1) (5)(10).pdf,207,2880 | 2880,"E_{SREF}^{(\Gamma,\Omega,EX,2880D)}[\Xi] = \int_{\mathcal{M}_{2880}} ((O\, \triangle \, K \, O \, \mu \,"
0,9896+JAM+(1) (5)(10).pdf,208,1 | 3 | 2 | 4 | 5 | 00,W)\circ[\begin{array}{c} \sum_{i=1}^{3} g_i\rho_i(EX)C_{\Omega}^{2} \\ + \sum_{j=4}^{5}(T_j^{00}(EX) +
0,9896+JAM+(1) (5)(10).pdf,209,2880 | 2880,"P_j(EX)\Pi_{2880}|\lambda_j|^{n}) \end{array}])\,d\mu_{\mathcal{M}_{2880}}"
0,9896+JAM+(1) (5)(10).pdf,210,2880 | 5 | 2880,\Pi_{2880}=\prod_{\ell=5}^{2880}\psi_{\ell}^{\delta_{\ell}}
0,9896+JAM+(1) (5)(10).pdf,211,60,|\lambda_j|=60
0,9896+JAM+(1) (5)(10).pdf,212,2880 | 4,C_{\Omega}=\sqrt{\frac{2880}{4}}
0,9896+JAM+(1) (5)(10).pdf,214,5,"E_{SREF}^{(\Gamma,\Omega,EX)}[\Xi] = \int_{\mathcal{M}_{5}} ((O\, \triangle \, K \, O \, \mu \,"
0,9896+JAM+(1) (5)(10).pdf,215,1 | 3 | 2,W)\circ[\sum_{i=1}^{3} g_i\rho_i(EX)C_{\Omega}^{2} +
0,9896+JAM+(1) (5)(10).pdf,216,4 | 5 | 00 | 5,"\sum_{j=4}^{5}(T_j^{00}(EX)+P_j(EX)|\lambda_j|^{n})])\,d\mu_{\mathcal{M}_{5}}"
0,9896+JAM+(1) (5)(10).pdf,221,56,56
0,9896+JAM+(1) (5)(10).pdf,223,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,228,57,57
0,9896+JAM+(1) (5)(10).pdf,230,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,235,58,58
0,9896+JAM+(1) (5)(10).pdf,237,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,242,59,59
0,9896+JAM+(1) (5)(10).pdf,244,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,249,60,60
0,9896+JAM+(1) (5)(10).pdf,251,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,256,61,61
0,9896+JAM+(1) (5)(10).pdf,258,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,263,62,62
0,9896+JAM+(1) (5)(10).pdf,265,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,270,63,63
0,9896+JAM+(1) (5)(10).pdf,272,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,277,64,64
0,9896+JAM+(1) (5)(10).pdf,279,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,284,65,65
0,9896+JAM+(1) (5)(10).pdf,286,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,291,66,66
0,9896+JAM+(1) (5)(10).pdf,293,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,298,67,67
0,9896+JAM+(1) (5)(10).pdf,300,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,305,68,68
0,9896+JAM+(1) (5)(10).pdf,307,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,312,69,69
0,9896+JAM+(1) (5)(10).pdf,314,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,319,70,70
0,9896+JAM+(1) (5)(10).pdf,321,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,326,71,71
0,9896+JAM+(1) (5)(10).pdf,328,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,333,72,72
0,9896+JAM+(1) (5)(10).pdf,335,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921                 https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,341,2017,"Arkani-Hamed, N., Huang, Y., & O’Connell, D. (2017). Scattering amplitudes and the positive"
0,9896+JAM+(1) (5)(10).pdf,343,10.1007 | 2017 | 068,https://doi.org/10.1007/JHEP11(2017)068
0,9896+JAM+(1) (5)(10).pdf,344,2018,"Baez, J. C., & Huerta, J. (2018). The algebra of grand unified theories. Bulletin of the American"
0,9896+JAM+(1) (5)(10).pdf,345,47 | 3 | 483 | 552,"Mathematical Society, 47(3), 483–552.​"
0,9896+JAM+(1) (5)(10).pdf,346,10.1090 | 0979 | 10 | 01280 | 8,https://doi.org/10.1090/S0273-0979-10-01280-8
0,9896+JAM+(1) (5)(10).pdf,347,2019,"Carroll, S. M. (2019). Spacetime and geometry: An introduction to general relativity. Cambridge University"
0,9896+JAM+(1) (5)(10).pdf,349,1979,"Conway, J. H., & Norton, S. P. (1979). Monstrous moonshine. Bulletin of the London Mathematical Society,"
0,9896+JAM+(1) (5)(10).pdf,350,11 | 3 | 308 | 339,"11(3), 308–339.​"
0,9896+JAM+(1) (5)(10).pdf,351,10.1112 | 11.3,https://doi.org/10.1112/blms/11.3.308
0,9896+JAM+(1) (5)(10).pdf,354,73,73
0,9896+JAM+(1) (5)(10).pdf,356,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25 (2026) ISSN: 2347-1921                 https://rajpub.com/index.php/jam
0,9896+JAM+(1) (5)(10).pdf,360,1916 | 49 | 769 | 822,"Einstein, A. (1916). The foundation of the general theory of relativity. Annalen der Physik, 49, 769–822."
0,9896+JAM+(1) (5)(10).pdf,361,1982 | 69 | 1 | 1 | 102,"Griess, R. L. (1982). The friendly giant (The Monster group). Inventiones Mathematicae, 69(1), 1–102.​"
0,9896+JAM+(1) (5)(10).pdf,362,10.1007,https://doi.org/10.1007/BF01389347
0,9896+JAM+(1) (5)(10).pdf,363,2025,"McClain, J. (2025). The SEXA Mathematical Framework — Unified Recursive Manifold Dynamics,"
0,9896+JAM+(1) (5)(10).pdf,366,2025 | 60,"McClain, J. (2025). A Recursive Closure Criterion for a Theory of Everything: A 60-Glyph Quaternionic"
0,9896+JAM+(1) (5)(10).pdf,368,2026 | 60 | 5,"McClain, J. (2026). The SEXA Recursive Energy Functional (SREF): Spectral Gain-60 Recursion on a 5D"
0,9896+JAM+(1) (5)(10).pdf,370,2026,"McClain, J. (2026). Formal Compatibility and Falsifiability Assessment of the SEXA Unified Field Model."
0,9896+JAM+(1) (5)(10).pdf,372,1995,"Peskin, M. E., & Schroeder, D. V. (1995). An introduction to quantum field theory. Addison-Wesley."
0,9896+JAM+(1) (5)(10).pdf,373,2017,"Polchinski, J. (2017). Effective field theory and the Fermi surface.​"
0,9896+JAM+(1) (5)(10).pdf,374,10.48550,https://doi.org/10.48550/arXiv.1708.09079
0,9896+JAM+(1) (5)(10).pdf,375,2020,"Schwartz, M. D. (2020). Quantum field theory and the standard model (Updated ed.). Cambridge University"
0,9896+JAM+(1) (5)(10).pdf,377,2018 | 14 | 116 | 119,"Witten, E. (2018). Symmetry and emergence. Nature Physics, 14, 116–119.​"
0,9896+JAM+(1) (5)(10).pdf,378,10.1038,https://doi.org/10.1038/nphys4264
0,9896+JAM+(1) (5)(10).pdf,379,1935,"Yukawa, H. (1935). On the interaction of elementary particles. Proceedings of the Physico-Mathematical"
0,9896+JAM+(1) (5)(10).pdf,380,17 | 48 | 57,"Society of Japan, 17, 48–57."
0,9896+JAM+(1) (5)(10).pdf,385,74,74
1,9887+JAM+(1) (4)(10).pdf,1,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921                                https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,5,10.24297,DOI: https://doi.org/10.24297/jam.v25i.9887
1,9887+JAM+(1) (4)(10).pdf,12,1,Title Page ........................................ 1​
1,9887+JAM+(1) (4)(10).pdf,13,2,Abstract .......................................... 2
1,9887+JAM+(1) (4)(10).pdf,14,1 | 2 | 3,1.​ Introduction .................................. 2–3
1,9887+JAM+(1) (4)(10).pdf,15,2 | 3 | 6,2.​ Operator-Glyph Formulation ............ 3–6​
1,9887+JAM+(1) (4)(10).pdf,16,2.0 | 4 | 5,2.0 Glyph Operator System ............. 4–5​
1,9887+JAM+(1) (4)(10).pdf,17,2.1 | 6,2.1 Unified Energy Functional ........ 6​
1,9887+JAM+(1) (4)(10).pdf,18,2.2 | 7,2.2 Glyph Operator Chain Γ ............ 7​
1,9887+JAM+(1) (4)(10).pdf,19,2.3 | 7,2.3 Extended WHERE .................... 7​
1,9887+JAM+(1) (4)(10).pdf,20,2.4 | 8,2.4 Admissibility Condition ............ 8​
1,9887+JAM+(1) (4)(10).pdf,21,2.5 | 8,2.5 Structural Interpretation .......... 8
1,9887+JAM+(1) (4)(10).pdf,22,3 | 8 | 10,3.​ Admissibility & Monster Constraint ... 8–10​
1,9887+JAM+(1) (4)(10).pdf,23,3.1 | 8,3.1 Closure Condition ................... 8​
1,9887+JAM+(1) (4)(10).pdf,24,3.2 | 9,3.2 Exciternion Admissibility ......... 9​
1,9887+JAM+(1) (4)(10).pdf,25,3.3 | 9,3.3 Σ60 Enforcement .................... 9​
1,9887+JAM+(1) (4)(10).pdf,26,3.4 | 10,3.4 Monster Constraint ................. 10​
1,9887+JAM+(1) (4)(10).pdf,27,3.5 | 10,3.5 Kill-Switch Condition .............. 10​
1,9887+JAM+(1) (4)(10).pdf,28,3.6 | 10,3.6 Structural Interpretation .......... 10
1,9887+JAM+(1) (4)(10).pdf,29,4 | 11 | 13,4.​ Reduction & Physical Recovery ........ 11–13​
1,9887+JAM+(1) (4)(10).pdf,30,4.1 | 11,4.1 Requirement .......................... 11​
1,9887+JAM+(1) (4)(10).pdf,31,4.2 | 11,4.2 GR Limit ................................ 11​
1,9887+JAM+(1) (4)(10).pdf,32,4.3 | 11,4.3 QFT Limit .............................. 11​
1,9887+JAM+(1) (4)(10).pdf,33,4.4 | 12,4.4 Yukawa Behavior .................... 12​
1,9887+JAM+(1) (4)(10).pdf,34,4.5 | 12,4.5 Failure Under Reduction .......... 12​
1,9887+JAM+(1) (4)(10).pdf,35,4.6 | 12,4.6 Structural Interpretation .......... 12​
1,9887+JAM+(1) (4)(10).pdf,36,4.7 | 13,4.7 Unified Implication ................. 13
1,9887+JAM+(1) (4)(10).pdf,37,5 | 13 | 14,5.​ Conclusion .................................. 13–14​
1,9887+JAM+(1) (4)(10).pdf,38,5.1 | 13,5.1 Summary .............................. 13​
1,9887+JAM+(1) (4)(10).pdf,39,5.2 | 13,5.2 Admissibility Resolution .......... 13​
1,9887+JAM+(1) (4)(10).pdf,40,5.3 | 13,5.3 Unified Structure .................... 13​
1,9887+JAM+(1) (4)(10).pdf,41,5.4 | 14,5.4 Falsifiability ............................ 14​
1,9887+JAM+(1) (4)(10).pdf,42,5.5 | 14,5.5 Closure Program Position ........ 14​
1,9887+JAM+(1) (4)(10).pdf,43,5.6 | 14,5.6 Final Statement ..................... 14
1,9887+JAM+(1) (4)(10).pdf,44,14,Conflicts of Interest ......................... 14​
1,9887+JAM+(1) (4)(10).pdf,45,14,Funding Statement .......................... 14​
1,9887+JAM+(1) (4)(10).pdf,46,14,Author Biography ............................ 14​
1,9887+JAM+(1) (4)(10).pdf,47,1,References ...................................... 1
1,9887+JAM+(1) (4)(10).pdf,59,21,21
1,9887+JAM+(1) (4)(10).pdf,61,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921                    https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,108,22,22
1,9887+JAM+(1) (4)(10).pdf,110,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,115,23,23
1,9887+JAM+(1) (4)(10).pdf,117,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,122,24,24
1,9887+JAM+(1) (4)(10).pdf,124,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,129,25,25
1,9887+JAM+(1) (4)(10).pdf,131,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,136,26,26
1,9887+JAM+(1) (4)(10).pdf,138,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,143,27,27
1,9887+JAM+(1) (4)(10).pdf,145,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,150,28,28
1,9887+JAM+(1) (4)(10).pdf,152,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,157,29,29
1,9887+JAM+(1) (4)(10).pdf,159,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,164,30,30
1,9887+JAM+(1) (4)(10).pdf,166,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,171,31,31
1,9887+JAM+(1) (4)(10).pdf,173,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,178,32,32
1,9887+JAM+(1) (4)(10).pdf,180,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921                  https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,198,2017,"Arkani-Hamed, N., Huang, Y., & O’Connell, D. (2017). Scattering amplitudes and the positive Grassmannian."
1,9887+JAM+(1) (4)(10).pdf,200,10.1007 | 2017 | 068,DOI: https://doi.org/10.1007/JHEP11(2017)068
1,9887+JAM+(1) (4)(10).pdf,201,2018,"Baez, J. C., & Huerta, J. (2018). The algebra of grand unified theories. Bulletin of the American Mathematical"
1,9887+JAM+(1) (4)(10).pdf,202,47 | 3 | 483 | 552,"Society, 47(3), 483–552.​"
1,9887+JAM+(1) (4)(10).pdf,203,10.1090 | 0979 | 10 | 01280 | 8,DOI: https://doi.org/10.1090/S0273-0979-10-01280-8
1,9887+JAM+(1) (4)(10).pdf,204,2019,"Carroll, S. M. (2019). Spacetime and geometry: An introduction to general relativity. Cambridge University Press.​"
1,9887+JAM+(1) (4)(10).pdf,205,10.1017 | 9781108770385,DOI: https://doi.org/10.1017/9781108770385
1,9887+JAM+(1) (4)(10).pdf,209,33,33
1,9887+JAM+(1) (4)(10).pdf,211,25 | 2026 | 2347 | 1921,Journal of Advances in Mathematics Vol 25(2026) ISSN: 2347-1921                   https://rajpub.com/index.php/jam
1,9887+JAM+(1) (4)(10).pdf,215,1979 | 11 | 3,"Conway, J. H., & Norton, S. P. (1979). Monstrous moonshine. Bulletin of the London Mathematical Society, 11(3),"
1,9887+JAM+(1) (4)(10).pdf,216,308 | 339,308–339.​
1,9887+JAM+(1) (4)(10).pdf,217,10.1112 | 11.3,DOI: https://doi.org/10.1112/blms/11.3.308
1,9887+JAM+(1) (4)(10).pdf,218,1916 | 49 | 769 | 822,"Einstein, A. (1916). The foundation of the general theory of relativity. Annalen der Physik, 49, 769–822."
1,9887+JAM+(1) (4)(10).pdf,219,2025 | 96,"Flom, A. (2025). Sigmatics: A 96-class geometric algebra computational framework for high-dimensional recursive"
1,9887+JAM+(1) (4)(10).pdf,221,10.5281,https://doi.org/10.5281/zenodo.17791722
1,9887+JAM+(1) (4)(10).pdf,222,1982 | 69 | 1 | 1 | 102,"Griess, R. L. (1982). The friendly giant (The Monster group). Inventiones Mathematicae, 69(1), 1–102.​"
1,9887+JAM+(1) (4)(10).pdf,223,10.1007,DOI: https://doi.org/10.1007/BF01389347
1,9887+JAM+(1) (4)(10).pdf,224,2025 | 60,"McClain, J. (2025). A recursive closure criterion for a theory of everything: A 60-glyph quaternionic inter-domain"
1,9887+JAM+(1) (4)(10).pdf,226,10.5281,DOI: https://doi.org/10.5281/zenodo.18228214
1,9887+JAM+(1) (4)(10).pdf,227,2025,"McClain, J. (2025). The SEXA mathematical framework — Unified recursive manifold dynamics, dimensional"
1,9887+JAM+(1) (4)(10).pdf,229,10.5281,DOI: https://doi.org/10.5281/zenodo.17791722
1,9887+JAM+(1) (4)(10).pdf,230,2025 | 60 | 5,"McClain, J. (2025). The SEXA recursive energy functional (SREF): Spectral gain-60 recursion on a 5D manifold"
1,9887+JAM+(1) (4)(10).pdf,232,10.5281,DOI: https://doi.org/10.5281/zenodo.19387116
1,9887+JAM+(1) (4)(10).pdf,233,1995,"Peskin, M. E., & Schroeder, D. V. (1995). An introduction to quantum field theory. Addison-Wesley."
1,9887+JAM+(1) (4)(10).pdf,234,2017,"Polchinski, J. (2017). Effective field theory and the Fermi surface.​"
1,9887+JAM+(1) (4)(10).pdf,235,10.48550,DOI: https://doi.org/10.48550/arXiv.1708.09079
1,9887+JAM+(1) (4)(10).pdf,236,2020,"Schwartz, M. D. (2020). Quantum field theory and the standard model (Updated ed.). Cambridge University"
1,9887+JAM+(1) (4)(10).pdf,238,2018 | 14 | 116 | 119,"Witten, E. (2018). Symmetry and emergence. Nature Physics, 14, 116–119.​"
1,9887+JAM+(1) (4)(10).pdf,239,10.1038,DOI: https://doi.org/10.1038/nphys4264
1,9887+JAM+(1) (4)(10).pdf,240,1935,"Yukawa, H. (1935). On the interaction of elementary particles. Proceedings of the Physico-Mathematical Society"
1,9887+JAM+(1) (4)(10).pdf,241,17 | 48 | 57,"of Japan, 17, 48–57."
